300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,205,205,205,205,205,205,205,205,205,205,205,205,300,300,300,300
300,300,300,300,205,205,205,205,205,205,205,205,205,205,205,205,300,300,300,300
300,300,300,300,205,205,205,205,454,455,455,456,205,205,205,205,300,300,300,300
300,300,300,300,205,205,205,205,205,205,205,205,205,205,205,205,300,300,300,300
300,300,300,300,205,205,205,205,205,205,205,205,205,205,205,205,300,300,300,300
300,300,300,300,205,205,205,205,205,205,205,205,205,205,205,205,300,300,300,300
300,300,300,300,205,205,205,205,205,205,205,205,205,205,205,205,300,300,300,300
300,300,300,300,205,205,205,205,205,401,403,205,205,205,205,205,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
