300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300
300,300,300,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300
300,300,300,454,455,455,455,455,456,400,400,400,400,400,400,400,400,300,300,300
300,300,300,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300
300,300,300,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300
300,300,300,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300
300,300,300,400,400,400,400,400,400,400,400,400,400,400,400,400,400,300,300,300
300,300,300,400,400,400,400,400,400,400,400,401,403,400,400,400,400,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
