251,251,252,251,251,252,253,254,202,202,202,202,253,254,251,251,252,251,251,252
259,260,261,259,260,261,257,258,202,202,202,202,257,258,259,260,261,259,260,261
262,263,264,262,263,264,255,256,202,202,202,202,255,256,262,263,264,262,263,264
250,250,250,250,250,250,250,200,200,200,200,200,200,250,250,250,250,250,250,250
250,250,250,250,250,250,250,200,200,200,200,200,200,250,250,250,250,250,250,250
250,250,250,250,250,250,250,200,200,200,200,200,200,250,250,250,250,250,250,250
250,250,250,250,250,250,250,250,200,200,200,200,250,250,250,250,250,250,250,250
250,201,201,201,201,201,201,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,201,201,201,201,201,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,201,201,201,201,201,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,201,201,201,201,201,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,201,201,201,201,201,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,201,201,201,201,201,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,270,270,270,270,270,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,265,267,266,265,267,201,201,200,200,201,271,271,271,271,271,271,201,250
250,201,268,269,203,268,269,201,201,200,200,201,277,276,276,276,276,275,201,250
250,201,201,201,201,201,201,201,201,200,200,201,274,273,273,203,273,272,201,250
250,201,201,201,201,201,201,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,201,201,201,201,201,201,201,200,200,201,201,201,201,201,201,201,201,250
250,201,201,201,201,201,201,201,201,204,204,201,201,201,201,201,201,201,201,250
